FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase
701,816,farnesyltransferase inhibitor,MoA,Launched
18,818,phosphodiesterase inhibitor,MoA,Phase 3
749,820,AKT inhibitor,MoA,Phase 1
821,822,kinesin-like spindle protein inhibitor,MoA,Phase 1
348,823,EGFR inhibitor,MoA,Phase 2/Phase 3
171,834,astrocyte modulating agent,MoA,Phase 2/Phase 3
835,834,astrocyte modulating agent,MoA,Phase 2/Phase 3
836,837,bromodomain inhibitor,MoA,Preclinical
744,838,glucose dependent insulinotropic receptor agonist,MoA,Preclinical
839,840,rho associated kinase inhibitor,MoA,Preclinical
841,842,SHIP2 phosphatase inhibitor,MoA,Preclinical
483,843,free fatty acid receptor agonist,MoA,Preclinical
844,845,interleukin inhibitor,MoA,Preclinical
476,846,PI3K inhibitor,MoA,Preclinical
474,847,PI3K inhibitor,MoA,Preclinical
476,847,PI3K inhibitor,MoA,Preclinical
805,848,MEK inhibitor,MoA,Phase 2
849,848,MEK inhibitor,MoA,Phase 2
850,851,potassium channel blocker,MoA,Phase 1
852,851,potassium channel blocker,MoA,Phase 1
853,851,potassium channel blocker,MoA,Phase 1
171,854,cyclooxygenase inhibitor,MoA,Preclinical
696,855,androgen receptor enhancer,MoA,Phase 2
856,857,calcineurin inhibitor,MoA,Preclinical
262,862,apoptosis stimulant,MoA,Preclinical
510,863,opioid receptor agonist,MoA,Phase 3
461,864,glycine transporter inhibitor,MoA,Phase 1
309,876,ALK tyrosine kinase receptor inhibitor,MoA,Phase 1
346,877,EGFR inhibitor,MoA,Phase 1
348,877,EGFR inhibitor,MoA,Phase 1
97,878,histamine receptor antagonist,MoA,Withdrawn
879,878,histamine receptor antagonist,MoA,Withdrawn
617,878,histamine receptor antagonist,MoA,Withdrawn
598,880,nitric oxide synthase inhibitor,MoA,Phase 1
881,880,nitric oxide synthase inhibitor,MoA,Phase 1
14,882,serotonin receptor antagonist,MoA,Preclinical
512,883,CDK inhibitor,MoA,Phase 2
371,883,CDK inhibitor,MoA,Phase 2
90,883,CDK inhibitor,MoA,Phase 2
514,883,CDK inhibitor,MoA,Phase 2
92,883,CDK inhibitor,MoA,Phase 2
517,883,CDK inhibitor,MoA,Phase 2
452,884,Aurora kinase inhibitor|JAK inhibitor,MoA,Phase 2
563,884,Aurora kinase inhibitor|JAK inhibitor,MoA,Phase 2
369,884,Aurora kinase inhibitor|JAK inhibitor,MoA,Phase 2
370,884,Aurora kinase inhibitor|JAK inhibitor,MoA,Phase 2
885,884,Aurora kinase inhibitor|JAK inhibitor,MoA,Phase 2
886,884,Aurora kinase inhibitor|JAK inhibitor,MoA,Phase 2
395,889,cyclooxygenase inhibitor,MoA,Phase 2
369,892,JAK inhibitor|STAT inhibitor,MoA,Phase 2
227,892,JAK inhibitor|STAT inhibitor,MoA,Phase 2
18,893,phosphodiesterase inhibitor,MoA,Phase 2
20,893,phosphodiesterase inhibitor,MoA,Phase 2
21,893,phosphodiesterase inhibitor,MoA,Phase 2
22,893,phosphodiesterase inhibitor,MoA,Phase 2
894,895,integrin antagonist,MoA,Phase 2
896,895,integrin antagonist,MoA,Phase 2
897,895,integrin antagonist,MoA,Phase 2
898,895,integrin antagonist,MoA,Phase 2
906,907,glutamate receptor agonist,MoA,Preclinical
238,908,endothelin receptor antagonist,MoA,Phase 3
73,910,acetylcholine receptor antagonist,MoA,Preclinical
74,910,acetylcholine receptor antagonist,MoA,Preclinical
75,910,acetylcholine receptor antagonist,MoA,Preclinical
76,910,acetylcholine receptor antagonist,MoA,Preclinical
170,910,acetylcholine receptor antagonist,MoA,Preclinical
49,911,protein kinase inhibitor,MoA,Phase 1
749,911,protein kinase inhibitor,MoA,Phase 1
750,911,protein kinase inhibitor,MoA,Phase 1
839,911,protein kinase inhibitor,MoA,Phase 1
912,911,protein kinase inhibitor,MoA,Phase 1
913,911,protein kinase inhibitor,MoA,Phase 1
507,914,HSP inhibitor,MoA,Phase 2
749,915,AKT inhibitor,MoA,Preclinical
32,915,AKT inhibitor,MoA,Preclinical
51,915,AKT inhibitor,MoA,Preclinical
52,915,AKT inhibitor,MoA,Preclinical
452,918,Aurora kinase inhibitor,MoA,Preclinical
921,922,autotaxin inhibitor,MoA,Preclinical
346,923,protein tyrosine kinase inhibitor,MoA,Phase 1
348,923,protein tyrosine kinase inhibitor,MoA,Phase 1
28,924,tachykinin antagonist,MoA,Phase 2
925,926,gamma secretase inhibitor,MoA,Phase 2
176,928,ACAT inhibitor,MoA,Phase 3
931,932,angiotensin receptor agonist,MoA,Preclinical
134,933,Bruton's tyrosine kinase (BTK) inhibitor,MoA,Phase 2
934,933,Bruton's tyrosine kinase (BTK) inhibitor,MoA,Phase 2
612,935,inosine monophosphate dehydrogenase inhibitor,MoA,Phase 2
936,935,inosine monophosphate dehydrogenase inhibitor,MoA,Phase 2
678,942,caspase inhibitor,MoA,Preclinical
41,943,purinergic receptor antagonist,MoA,Preclinical
944,945,hedgehog pathway inhibitor,MoA,Preclinical
946,947,RAF inhibitor,MoA,Preclinical
948,947,RAF inhibitor,MoA,Preclinical
97,952,histamine receptor antagonist,MoA,Preclinical
253,953,purine antagonist,MoA,Preclinical
171,955,cyclooxygenase inhibitor,MoA,Withdrawn
30,962,glycogen synthase kinase inhibitor,MoA,Phase 1
32,962,glycogen synthase kinase inhibitor,MoA,Phase 1
289,963,Pim kinase inhibitor,MoA,Phase 1
964,963,Pim kinase inhibitor,MoA,Phase 1
965,963,Pim kinase inhibitor,MoA,Phase 1
966,967,purinergic receptor antagonist,MoA,Preclinical
61,968,acetylcholine receptor agonist,MoA,Phase 2
503,968,acetylcholine receptor agonist,MoA,Phase 2
969,970,JAK inhibitor,MoA,Phase 1
369,970,JAK inhibitor,MoA,Phase 1
370,970,JAK inhibitor,MoA,Phase 1
971,972,CRTH receptor antagonist,MoA,Phase 2
781,973,mTOR inhibitor,MoA,Phase 2
32,974,glycogen synthase kinase inhibitor,MoA,Preclinical
212,975,IKK inhibitor,MoA,Preclinical
309,976,ALK tyrosine kinase receptor inhibitor|insulin growth factor receptor inhibitor,MoA,Preclinical
364,976,ALK tyrosine kinase receptor inhibitor|insulin growth factor receptor inhibitor,MoA,Preclinical
696,977,androgen receptor modulator,MoA,Phase 1
346,978,EGFR inhibitor,MoA,Phase 2/Phase 3
979,980,beta-secretase inhibitor,MoA,Phase 1
786,981,monocarboxylate transporter inhibitor,MoA,Phase 1
63,982,diacylglycerol kinase inhibitor,MoA,Preclinical
983,984,glutamate receptor antagonist,MoA,Phase 1
985,984,glutamate receptor antagonist,MoA,Phase 1
986,984,glutamate receptor antagonist,MoA,Phase 1
987,984,glutamate receptor antagonist,MoA,Phase 1
988,984,glutamate receptor antagonist,MoA,Phase 1
989,984,glutamate receptor antagonist,MoA,Phase 1
990,984,glutamate receptor antagonist,MoA,Phase 1
991,984,glutamate receptor antagonist,MoA,Phase 1
992,984,glutamate receptor antagonist,MoA,Phase 1
993,984,glutamate receptor antagonist,MoA,Phase 1
690,984,glutamate receptor antagonist,MoA,Phase 1
994,984,glutamate receptor antagonist,MoA,Phase 1
995,984,glutamate receptor antagonist,MoA,Phase 1
996,984,glutamate receptor antagonist,MoA,Phase 1
997,984,glutamate receptor antagonist,MoA,Phase 1
998,984,glutamate receptor antagonist,MoA,Phase 1
999,984,glutamate receptor antagonist,MoA,Phase 1
1000,984,glutamate receptor antagonist,MoA,Phase 1
524,984,glutamate receptor antagonist,MoA,Phase 1
1001,984,glutamate receptor antagonist,MoA,Phase 1
153,984,glutamate receptor antagonist,MoA,Phase 1
154,984,glutamate receptor antagonist,MoA,Phase 1
155,984,glutamate receptor antagonist,MoA,Phase 1
156,984,glutamate receptor antagonist,MoA,Phase 1
157,984,glutamate receptor antagonist,MoA,Phase 1
159,984,glutamate receptor antagonist,MoA,Phase 1
211,984,glutamate receptor antagonist,MoA,Phase 1
1002,984,glutamate receptor antagonist,MoA,Phase 1
1003,984,glutamate receptor antagonist,MoA,Phase 1
1004,984,glutamate receptor antagonist,MoA,Phase 1
1005,984,glutamate receptor antagonist,MoA,Phase 1
1006,984,glutamate receptor antagonist,MoA,Phase 1
1007,984,glutamate receptor antagonist,MoA,Phase 1
461,984,glutamate receptor antagonist,MoA,Phase 1
1008,1009,FGFR inhibitor,MoA,Phase 2/Phase 3
350,1009,FGFR inhibitor,MoA,Phase 2/Phase 3
351,1009,FGFR inhibitor,MoA,Phase 2/Phase 3
1010,1009,FGFR inhibitor,MoA,Phase 2/Phase 3
364,1009,FGFR inhibitor,MoA,Phase 2/Phase 3
244,1009,FGFR inhibitor,MoA,Phase 2/Phase 3
1011,1012,CC chemokine receptor antagonist,MoA,Phase 2
49,1013,AKT inhibitor,MoA,Phase 3
749,1013,AKT inhibitor,MoA,Phase 3
750,1013,AKT inhibitor,MoA,Phase 3
617,1014,CDK inhibitor,MoA,Phase 1
1015,1016,XIAP inhibitor,MoA,Preclinical
1017,1016,XIAP inhibitor,MoA,Preclinical
1018,1016,XIAP inhibitor,MoA,Preclinical
474,1019,PI3K inhibitor,MoA,Phase 1
136,1019,PI3K inhibitor,MoA,Phase 1
138,1019,PI3K inhibitor,MoA,Phase 1
476,1019,PI3K inhibitor,MoA,Phase 1
1020,1021,ATR kinase inhibitor,MoA,Phase 2
153,1022,glutamate receptor antagonist,MoA,Phase 2
1023,1024,pyruvate dehydrogenase kinase inhibitor,MoA,Phase 1
63,1025,diacylglycerol O acyltransferase inhibitor,MoA,Phase 1
1026,1027,CHK inhibitor,MoA,Phase 1
1028,1027,CHK inhibitor,MoA,Phase 1
781,1029,mTOR inhibitor,MoA,Phase 1
136,1030,PI3K inhibitor,MoA,Phase 1
138,1030,PI3K inhibitor,MoA,Phase 1
1031,1032,MEK inhibitor,MoA,Phase 1
474,1033,PI3K inhibitor,MoA,Phase 1
138,1033,PI3K inhibitor,MoA,Phase 1
346,1034,EGFR inhibitor,MoA,Phase 2
348,1034,EGFR inhibitor,MoA,Phase 2
1035,1034,EGFR inhibitor,MoA,Phase 2
160,1036,glutamate receptor antagonist,MoA,Preclinical
354,1037,estrogen receptor agonist,MoA,Phase 1
1038,1039,elastase inhibitor,MoA,Phase 2
1044,1045,RAGE receptor antagonist,MoA,Phase 3
852,1051,potassium channel blocker,MoA,Phase 3
1054,1055,SRC inhibitor,MoA,Preclinical
1059,1060,DYRK inhibitor,MoA,Preclinical
1020,1061,ATR kinase inhibitor,MoA,Preclinical
781,1061,ATR kinase inhibitor,MoA,Preclinical
1062,1063,histone lysine methyltransferase inhibitor,MoA,Preclinical
346,1064,EGFR inhibitor,MoA,Preclinical
369,1065,JAK inhibitor,MoA,Preclinical
1066,1067,polynucleotide kinase/phosphatase inhibitor,MoA,Preclinical
1068,1069,ICAM1 expression inhibitor,MoA,Preclinical
178,1069,ICAM1 expression inhibitor,MoA,Preclinical
45,1070,adrenergic receptor agonist,MoA,Preclinical
474,1071,PI3K inhibitor,MoA,Preclinical
41,1072,purinergic receptor antagonist,MoA,Preclinical
5,1073,dopamine receptor agonist,MoA,Preclinical
63,1074,diacylglycerol O acyltransferase inhibitor,MoA,Preclinical
200,1081,PPAR receptor antagonist,MoA,Preclinical
301,1082,Bcr-Abl kinase inhibitor|LYN tyrosine kinase inhibitor,MoA,Phase 2
1083,1082,Bcr-Abl kinase inhibitor|LYN tyrosine kinase inhibitor,MoA,Phase 2
1084,1082,Bcr-Abl kinase inhibitor|LYN tyrosine kinase inhibitor,MoA,Phase 2
476,1085,phosphoinositide dependent kinase inhibitor,MoA,Preclinical
403,1086,lipoxygenase inhibitor,MoA,Preclinical
1087,1086,lipoxygenase inhibitor,MoA,Preclinical
1088,1086,lipoxygenase inhibitor,MoA,Preclinical
1089,1086,lipoxygenase inhibitor,MoA,Preclinical
179,1086,lipoxygenase inhibitor,MoA,Preclinical
672,1086,lipoxygenase inhibitor,MoA,Preclinical
457,1086,lipoxygenase inhibitor,MoA,Preclinical
234,1091,DNA polymerase inhibitor,MoA,Phase 2
200,1092,insulin sensitizer|PPAR receptor partial agonist,MoA,Phase 3
1093,1094,cathepsin inhibitor,MoA,Phase 2
1097,1098,BAX activator,MoA,Preclinical
1099,1100,nociceptin/orphanin FQ receptor antagonist,MoA,Preclinical
232,1101,topoisomerase inhibitor,MoA,Phase 1/Phase 2
452,1102,Aurora kinase inhibitor,MoA,Phase 2/Phase 3
563,1102,Aurora kinase inhibitor,MoA,Phase 2/Phase 3
563,1103,Aurora kinase inhibitor,MoA,Phase 2/Phase 3
598,1104,nuclear factor erythroid derived|like (NRF2) activator,MoA,Phase 1
200,1104,nuclear factor erythroid derived|like (NRF2) activator,MoA,Phase 1
200,1105,nuclear factor erythroid derived|like (NRF2) activator,MoA,Phase 3
227,1105,nuclear factor erythroid derived|like (NRF2) activator,MoA,Phase 3
160,1107,glutamate receptor antagonist,MoA,Phase 2
1108,1109,matrix metalloprotease inhibitor,MoA,Phase 3
1110,1109,matrix metalloprotease inhibitor,MoA,Phase 3
197,1109,matrix metalloprotease inhibitor,MoA,Phase 3
1111,1109,matrix metalloprotease inhibitor,MoA,Phase 3
1112,1109,matrix metalloprotease inhibitor,MoA,Phase 3
1113,1109,matrix metalloprotease inhibitor,MoA,Phase 3
100,1114,histamine receptor antagonist,MoA,Phase 2
1097,1115,cytochrome C release inhibitor,MoA,Preclinical
639,1116,L-type calcium channel activator,MoA,Preclinical
213,1117,NFkB pathway inhibitor,MoA,Preclinical
870,1118,NFkB pathway inhibitor,MoA,Preclinical
1119,1120,guanylyl cyclase activator,MoA,Preclinical
1121,1120,guanylyl cyclase activator,MoA,Preclinical
69,1122,adenosine receptor agonist,MoA,Preclinical
275,1122,adenosine receptor agonist,MoA,Preclinical
276,1122,adenosine receptor agonist,MoA,Preclinical
277,1122,adenosine receptor agonist,MoA,Preclinical
1123,1124,phosphodiesterase inhibitor,MoA,Preclinical
1125,1126,SYK inhibitor,MoA,Preclinical
234,1127,hypoxia inducible factor inhibitor,MoA,Phase 1
1129,1130,bromodomain inhibitor,MoA,Preclinical
581,1131,urokinase inhibitor,MoA,Preclinical
53,1132,TRPV antagonist,MoA,Preclinical
1133,1134,complement inhibitor|serine protease inhibitor,MoA,Phase 1
633,1135,adrenergic receptor antagonist,MoA,Preclinical
633,1136,sigma receptor antagonist,MoA,Preclinical
45,1137,adrenergic receptor antagonist,MoA,Phase 2
925,1141,gamma secretase inhibitor,MoA,Phase 1
77,1150,serotonin receptor antagonist,MoA,Phase 3
957,1150,serotonin receptor antagonist,MoA,Phase 3
1151,1152,AMPK inhibitor,MoA,Launched
477,1157,gluconeogenesis inhibitor,MoA,Withdrawn
577,1171,sodium channel blocker,MoA,Phase 2
580,1171,sodium channel blocker,MoA,Phase 2
582,1171,sodium channel blocker,MoA,Phase 2
583,1171,sodium channel blocker,MoA,Phase 2
584,1171,sodium channel blocker,MoA,Phase 2
585,1171,sodium channel blocker,MoA,Phase 2
484,1171,sodium channel blocker,MoA,Phase 2
332,1182,cholinergic receptor antagonist,MoA,Preclinical
1183,1184,CCK receptor antagonist,MoA,Phase 1
1185,1184,CCK receptor antagonist,MoA,Phase 1
1193,1194,LDL receptor activator,MoA,Launched
698,1195,interleukin inhibitor,MoA,Preclinical
672,1195,interleukin inhibitor,MoA,Preclinical
1196,1197,beta amyloid synthesis inhibitor,MoA,Preclinical
79,1198,benzodiazepine receptor ligand,MoA,Launched
149,1198,benzodiazepine receptor ligand,MoA,Launched
1112,1199,apoptosis stimulant,MoA,Launched
84,1199,apoptosis stimulant,MoA,Launched
339,1200,opioid receptor antagonist,MoA,Preclinical
510,1200,opioid receptor antagonist,MoA,Preclinical
511,1200,opioid receptor antagonist,MoA,Preclinical
781,1201,protein synthesis stimulant,MoA,Launched
230,1203,topoisomerase inhibitor,MoA,Phase 2
1212,1213,GLP receptor positive allosteric modulator,MoA,Preclinical
1215,1216,apoptosis stimulant|NFkB pathway inhibitor,MoA,Phase 1/Phase 2
781,1221,PI3K inhibitor,MoA,Phase 1/Phase 2
474,1221,PI3K inhibitor,MoA,Phase 1/Phase 2
136,1221,PI3K inhibitor,MoA,Phase 1/Phase 2
476,1221,PI3K inhibitor,MoA,Phase 1/Phase 2
1222,1223,ATPase inhibitor,MoA,Preclinical
1224,1225,ribosomal protein inhibitor,MoA,Preclinical
1226,1225,ribosomal protein inhibitor,MoA,Preclinical
875,1225,ribosomal protein inhibitor,MoA,Preclinical
885,1225,ribosomal protein inhibitor,MoA,Preclinical
836,1227,PLK inhibitor,MoA,Phase 2
1228,1227,PLK inhibitor,MoA,Phase 2
1229,1227,PLK inhibitor,MoA,Phase 2
1230,1227,PLK inhibitor,MoA,Phase 2
726,1231,JNK inhibitor,MoA,Preclinical
452,1232,Aurora kinase inhibitor|MEK inhibitor,MoA,Phase 1
563,1232,Aurora kinase inhibitor|MEK inhibitor,MoA,Phase 1
564,1232,Aurora kinase inhibitor|MEK inhibitor,MoA,Phase 1
805,1232,Aurora kinase inhibitor|MEK inhibitor,MoA,Phase 1
849,1232,Aurora kinase inhibitor|MEK inhibitor,MoA,Phase 1
1233,1234,calcitonin antagonist,MoA,Phase 2
1235,1234,calcitonin antagonist,MoA,Phase 2
1236,1234,calcitonin antagonist,MoA,Phase 2
1237,1238,telomerase inhibitor,MoA,Preclinical
346,1239,EGFR inhibitor,MoA,Preclinical
346,1240,EGFR inhibitor,MoA,Phase 1
348,1240,EGFR inhibitor,MoA,Phase 1
79,1242,GABA receptor antagonist,MoA,Preclinical
140,1242,GABA receptor antagonist,MoA,Preclinical
141,1242,GABA receptor antagonist,MoA,Preclinical
81,1242,GABA receptor antagonist,MoA,Preclinical
142,1242,GABA receptor antagonist,MoA,Preclinical
143,1242,GABA receptor antagonist,MoA,Preclinical
1243,1242,GABA receptor antagonist,MoA,Preclinical
507,1249,HSP inhibitor,MoA,Phase 2
690,1251,GABA receptor modulator,MoA,Preclinical
994,1251,GABA receptor modulator,MoA,Preclinical
996,1251,GABA receptor modulator,MoA,Preclinical
77,1251,GABA receptor modulator,MoA,Preclinical
957,1251,GABA receptor modulator,MoA,Preclinical
490,1255,serotonin receptor agonist,MoA,Preclinical
1256,1257,glutamate receptor positive allosteric modulator,MoA,Preclinical
1258,1259,NFkB pathway inhibitor,MoA,Phase 2
1260,1259,NFkB pathway inhibitor,MoA,Phase 2
1261,1259,NFkB pathway inhibitor,MoA,Phase 2
1263,1264,integrin antagonist,MoA,Phase 2
897,1264,integrin antagonist,MoA,Phase 2
1263,1265,integrin inhibitor,MoA,Preclinical
897,1265,integrin inhibitor,MoA,Preclinical
1266,1267,vitamin B,MoA,Launched
267,1267,vitamin B,MoA,Launched
1268,1267,vitamin B,MoA,Launched
1269,1267,vitamin B,MoA,Launched
1270,1267,vitamin B,MoA,Launched
1271,1267,vitamin B,MoA,Launched
1272,1267,vitamin B,MoA,Launched
1273,1267,vitamin B,MoA,Launched
1274,1267,vitamin B,MoA,Launched
1275,1276,dipeptidyl peptidase inhibitor,MoA,Phase 2
1015,1278,XIAP inhibitor,MoA,Phase 2
1018,1278,XIAP inhibitor,MoA,Phase 2
1068,1279,lymphocyte function-associated antigen negative modulator,MoA,Preclinical
1280,1281,tyrosine phosphatase inhibitor,MoA,Phase 2
49,1282,PKC inhibitor,MoA,Preclinical
32,1282,PKC inhibitor,MoA,Preclinical
1283,1282,PKC inhibitor,MoA,Preclinical
828,1282,PKC inhibitor,MoA,Preclinical
553,1282,PKC inhibitor,MoA,Preclinical
555,1282,PKC inhibitor,MoA,Preclinical
405,1282,PKC inhibitor,MoA,Preclinical
726,1282,PKC inhibitor,MoA,Preclinical
1284,1282,PKC inhibitor,MoA,Preclinical
839,1282,PKC inhibitor,MoA,Preclinical
1285,1282,PKC inhibitor,MoA,Preclinical
1286,1282,PKC inhibitor,MoA,Preclinical
696,1290,synthetic estrogen,MoA,Phase 1
354,1290,synthetic estrogen,MoA,Phase 1
116,1290,synthetic estrogen,MoA,Phase 1
356,1290,synthetic estrogen,MoA,Phase 1
200,1290,synthetic estrogen,MoA,Phase 1
354,1291,autotaxin inhibitor,MoA,Withdrawn
116,1291,autotaxin inhibitor,MoA,Withdrawn
1292,1291,autotaxin inhibitor,MoA,Withdrawn
1007,1293,glycine transporter inhibitor,MoA,Phase 3
461,1293,glycine transporter inhibitor,MoA,Phase 3
37,1295,histone lysine methyltransferase inhibitor,MoA,Preclinical
39,1295,histone lysine methyltransferase inhibitor,MoA,Preclinical
1296,1297,MEK inhibitor,MoA,Preclinical
1296,1298,MEK inhibitor,MoA,Preclinical
1299,1298,MEK inhibitor,MoA,Preclinical
1300,1301,ATPase inhibitor,MoA,Preclinical
1302,1301,ATPase inhibitor,MoA,Preclinical
1010,1304,FGFR inhibitor,MoA,Preclinical
521,1305,cannabinoid receptor inverse agonist,MoA,Preclinical
1306,1307,CC chemokine receptor antagonist,MoA,Preclinical
238,1308,endothelin receptor antagonist,MoA,Phase 2
1309,1310,potassium channel activator,MoA,Preclinical
512,1311,CDK inhibitor,MoA,Preclinical
371,1311,CDK inhibitor,MoA,Preclinical
1312,1313,fatty acid binding protein inhibitor,MoA,Preclinical
210,1314,IKK inhibitor,MoA,Preclinical
212,1314,IKK inhibitor,MoA,Preclinical
371,1315,CDK inhibitor|cell cycle inhibitor|MCL1 inhibitor,MoA,Phase 1
515,1315,CDK inhibitor|cell cycle inhibitor|MCL1 inhibitor,MoA,Phase 1
517,1315,CDK inhibitor|cell cycle inhibitor|MCL1 inhibitor,MoA,Phase 1
1316,1317,melanocortin receptor agonist,MoA,Preclinical
49,1318,IGF-1 inhibitor,MoA,Preclinical
1319,1318,IGF-1 inhibitor,MoA,Preclinical
371,1318,IGF-1 inhibitor,MoA,Preclinical
421,1318,IGF-1 inhibitor,MoA,Preclinical
348,1318,IGF-1 inhibitor,MoA,Preclinical
