FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase,Relation_Context_DiseaseArea,Relation_Context_Indication
624,622,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression
625,622,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression
626,622,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression
627,622,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression
628,622,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression
629,622,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression
630,622,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression
631,622,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression
632,622,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression
339,622,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression
510,622,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression
511,622,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression
633,622,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression
571,622,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression
410,622,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression
634,635,histamine receptor modulator,MoA,Launched,dental|pulmonary|ophthalmology|allergy,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis
636,635,histamine receptor modulator,MoA,Launched,dental|pulmonary|ophthalmology|allergy,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis
18,635,histamine receptor modulator,MoA,Launched,dental|pulmonary|ophthalmology|allergy,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis
20,635,histamine receptor modulator,MoA,Launched,dental|pulmonary|ophthalmology|allergy,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis
21,635,histamine receptor modulator,MoA,Launched,dental|pulmonary|ophthalmology|allergy,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis
22,635,histamine receptor modulator,MoA,Launched,dental|pulmonary|ophthalmology|allergy,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis
637,635,histamine receptor modulator,MoA,Launched,dental|pulmonary|ophthalmology|allergy,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis
638,635,histamine receptor modulator,MoA,Launched,dental|pulmonary|ophthalmology|allergy,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis
639,640,calcium channel blocker,MoA,Launched,cardiology,hypertension|chronic stable angina|vasospastic angina|coronary artery disease (CAD)
641,640,calcium channel blocker,MoA,Launched,cardiology,hypertension|chronic stable angina|vasospastic angina|coronary artery disease (CAD)
642,640,calcium channel blocker,MoA,Launched,cardiology,hypertension|chronic stable angina|vasospastic angina|coronary artery disease (CAD)
643,640,calcium channel blocker,MoA,Launched,cardiology,hypertension|chronic stable angina|vasospastic angina|coronary artery disease (CAD)
644,640,calcium channel blocker,MoA,Launched,cardiology,hypertension|chronic stable angina|vasospastic angina|coronary artery disease (CAD)
202,645,thrombin inhibitor,MoA,Launched,dermatology,cosmetic
204,645,thrombin inhibitor,MoA,Launched,dermatology,cosmetic
646,645,thrombin inhibitor,MoA,Launched,dermatology,cosmetic
647,645,thrombin inhibitor,MoA,Launched,dermatology,cosmetic
653,654,histamine receptor agonist,MoA,Launched,infectious disease,malaria
45,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
47,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
48,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
1,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
3,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
4,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
73,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
74,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
75,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
76,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
170,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
6,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
7,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
8,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
9,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
10,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
79,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
140,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
141,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
81,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
142,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
143,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
144,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
145,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
82,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
146,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
147,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
148,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
149,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
150,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
151,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
152,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
97,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
623,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
11,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
12,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
14,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
15,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
16,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
77,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
624,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
625,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
571,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
620,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
410,657,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression
658,659,penicillin binding protein inhibitor,MoA,Launched,infectious disease|gastroenterology,skin infections|duodenal ulcer disease|gonorrhea|ear infections|throat infections|genitourinary tract infections|respiratory tract infections
660,659,penicillin binding protein inhibitor,MoA,Launched,infectious disease|gastroenterology,skin infections|duodenal ulcer disease|gonorrhea|ear infections|throat infections|genitourinary tract infections|respiratory tract infections
661,659,penicillin binding protein inhibitor,MoA,Launched,infectious disease|gastroenterology,skin infections|duodenal ulcer disease|gonorrhea|ear infections|throat infections|genitourinary tract infections|respiratory tract infections
334,659,penicillin binding protein inhibitor,MoA,Launched,infectious disease|gastroenterology,skin infections|duodenal ulcer disease|gonorrhea|ear infections|throat infections|genitourinary tract infections|respiratory tract infections
528,669,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,psychosis
14,669,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,psychosis
174,670,cyclooxygenase inhibitor,MoA,Launched,neurology/psychiatry,pain relief
171,670,cyclooxygenase inhibitor,MoA,Launched,neurology/psychiatry,pain relief
603,671,phosphodiesterase inhibitor,MoA,Launched,cardiology,congestive heart failure
604,671,phosphodiesterase inhibitor,MoA,Launched,cardiology,congestive heart failure
20,671,phosphodiesterase inhibitor,MoA,Launched,cardiology,congestive heart failure
672,671,phosphodiesterase inhibitor,MoA,Launched,cardiology,congestive heart failure
232,673,topoisomerase inhibitor,MoA,Launched,oncology,small cell lung cancer
656,673,topoisomerase inhibitor,MoA,Launched,oncology,small cell lung cancer
617,674,topoisomerase inhibitor,MoA,Launched,hematologic malignancy,acute lymphoblastic leukemia (ALL)
232,674,topoisomerase inhibitor,MoA,Launched,hematologic malignancy,acute lymphoblastic leukemia (ALL)
174,676,cyclooxygenase inhibitor,MoA,Launched,rheumatology,rheumatoid arthritis|osteoarthritis
171,676,cyclooxygenase inhibitor,MoA,Launched,rheumatology,rheumatoid arthritis|osteoarthritis
469,685,dipeptidyl peptidase inhibitor,MoA,Launched,endocrinology,diabetes mellitus
603,686,phosphodiesterase inhibitor,MoA,Launched,hematology|hematologic malignancy,thrombocythemia|myeloproliferative neoplasms
596,695,aromatase inhibitor,MoA,Launched,oncology,breast cancer
706,707,vitamin K antagonist,MoA,Launched,hematology,deep vein thrombosis (DVT)
97,730,antihistamine,MoA,Launched,ophthalmology|otolaryngology,conjunctivitis|nasal congestion
755,756,coagulation factor inhibitor,MoA,Launched,neurology/psychiatry|hematology|cardiology,stroke|systemic embolism|pulmonary embolism (PE)|atrial fibrillation (AF)|deep vein thrombosis (DVT)
45,763,adrenergic receptor agonist,MoA,Launched,ophthalmology,glaucoma|intraocular pressure
1,763,adrenergic receptor agonist,MoA,Launched,ophthalmology,glaucoma|intraocular pressure
3,763,adrenergic receptor agonist,MoA,Launched,ophthalmology,glaucoma|intraocular pressure
4,763,adrenergic receptor agonist,MoA,Launched,ophthalmology,glaucoma|intraocular pressure
18,768,phosphodiesterase inhibitor,MoA,Launched,dermatology|rheumatology,psoriasis|psoriatic arthritis
20,768,phosphodiesterase inhibitor,MoA,Launched,dermatology|rheumatology,psoriasis|psoriatic arthritis
21,768,phosphodiesterase inhibitor,MoA,Launched,dermatology|rheumatology,psoriasis|psoriatic arthritis
22,768,phosphodiesterase inhibitor,MoA,Launched,dermatology|rheumatology,psoriasis|psoriatic arthritis
28,769,tachykinin antagonist,MoA,Launched,gastroenterology,nausea|vomiting
770,771,voltage-gated sodium channel blocker,MoA,Launched,cardiology,cardiac arrythmia
167,771,voltage-gated sodium channel blocker,MoA,Launched,cardiology,cardiac arrythmia
421,800,cytochrome P450 inhibitor,MoA,Launched,infectious disease,influenza A virus infection
813,814,thrombin inhibitor,MoA,Launched,hematology,heparin-induced thrombocytopenia (HIT)
45,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
47,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
1,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
3,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
4,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
73,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
74,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
75,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
76,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
170,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
6,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
7,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
8,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
9,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
10,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
97,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
11,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
12,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
13,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
488,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
14,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
16,817,serotonin receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia|bipolar disorder
