FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase,FromType,ToType
10745,25914,MET inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13343,25915,Aurora kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
8285,25915,Aurora kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
25916,25915,Aurora kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
10034,25917,protein arginine N-methyltransferase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25918,25919,adrenergic receptor agonist,MoA,Phase 3,Gene,Chemical_Compound
7020,25920,monoamine oxidase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
25921,25920,monoamine oxidase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
25921,25934,dopamine receptor agonist,MoA,Withdrawn,Gene,Chemical_Compound
25800,25934,dopamine receptor agonist,MoA,Withdrawn,Gene,Chemical_Compound
2742,25941,nitric oxide synthase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25942,25941,nitric oxide synthase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
5826,25941,nitric oxide synthase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25942,25943,nitric oxide synthase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
10895,25946,dihydrofolate reductase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
9813,25946,dihydrofolate reductase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
15298,25947,CDK inhibitor|tyrosine kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8227,25947,CDK inhibitor|tyrosine kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
6044,25947,CDK inhibitor|tyrosine kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25727,25950,inosine monophosphate dehydrogenase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
13152,25950,inosine monophosphate dehydrogenase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25942,25951,cyclin D inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25921,25957,serotonin transporter (SERT) inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25958,25957,serotonin transporter (SERT) inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25800,25957,serotonin transporter (SERT) inhibitor,MoA,Phase 3,Gene,Chemical_Compound
2676,25979,Pim kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
25980,25981,glutamate receptor modulator,MoA,Preclinical,Gene,Chemical_Compound
12989,25983,topoisomerase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
8077,25983,topoisomerase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25652,25989,glutamate receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25990,25991,glutamate receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25652,25991,glutamate receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25992,25993,glutamate receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25990,25993,glutamate receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
15548,25993,glutamate receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25994,25993,glutamate receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25613,26001,histamine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25633,26003,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
10745,26003,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
12018,26004,caspase activator,MoA,Phase 2,Gene,Chemical_Compound
26005,26006,cannabinoid receptor agonist|lipoxygenase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25876,26006,cannabinoid receptor agonist|lipoxygenase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25878,26006,cannabinoid receptor agonist|lipoxygenase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
6074,26007,tropomyosin receptor kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26008,26009,cholesteryl ester transfer protein inhibitor,MoA,Phase 3,Gene,Chemical_Compound
26012,26013,growth hormone secretagogue receptor agonist,MoA,Phase 3,Gene,Chemical_Compound
25617,26014,cannabinoid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25619,26014,cannabinoid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25620,26014,cannabinoid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25876,26014,cannabinoid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25878,26014,cannabinoid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
6354,26014,cannabinoid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25881,26014,cannabinoid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25882,26014,cannabinoid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
26015,26014,cannabinoid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
8372,26014,cannabinoid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
26016,26014,cannabinoid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
26017,26014,cannabinoid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
6190,26014,cannabinoid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
7292,26019,androgen receptor modulator,MoA,Phase 1,Gene,Chemical_Compound
26020,26021,tumor necrosis factor production inhibitor,MoA,Phase 2,Gene,Chemical_Compound
6026,26021,tumor necrosis factor production inhibitor,MoA,Phase 2,Gene,Chemical_Compound
13922,26021,tumor necrosis factor production inhibitor,MoA,Phase 2,Gene,Chemical_Compound
3377,26021,tumor necrosis factor production inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25998,26021,tumor necrosis factor production inhibitor,MoA,Phase 2,Gene,Chemical_Compound
26022,26023,protein synthesis inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25547,26024,glutamate receptor agonist,MoA,Launched,Gene,Chemical_Compound
25992,26024,glutamate receptor agonist,MoA,Launched,Gene,Chemical_Compound
25990,26024,glutamate receptor agonist,MoA,Launched,Gene,Chemical_Compound
15548,26024,glutamate receptor agonist,MoA,Launched,Gene,Chemical_Compound
25994,26024,glutamate receptor agonist,MoA,Launched,Gene,Chemical_Compound
25554,26024,glutamate receptor agonist,MoA,Launched,Gene,Chemical_Compound
25573,26026,lipid peroxidase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
26027,26028,DNA synthesis inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26029,26028,DNA synthesis inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8606,26028,DNA synthesis inhibitor,MoA,Preclinical,Gene,Chemical_Compound
3621,26028,DNA synthesis inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8763,26028,DNA synthesis inhibitor,MoA,Preclinical,Gene,Chemical_Compound
3556,26028,DNA synthesis inhibitor,MoA,Preclinical,Gene,Chemical_Compound
14918,26028,DNA synthesis inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9372,26028,DNA synthesis inhibitor,MoA,Preclinical,Gene,Chemical_Compound
4103,26028,DNA synthesis inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9528,26028,DNA synthesis inhibitor,MoA,Preclinical,Gene,Chemical_Compound
3239,26028,DNA synthesis inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9058,26028,DNA synthesis inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9292,26028,DNA synthesis inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25712,26030,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Launched,Gene,Chemical_Compound
12302,26030,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Launched,Gene,Chemical_Compound
25552,26031,serotonin receptor agonist,MoA,Phase 1,Gene,Chemical_Compound
25726,26032,adenosine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
9097,26033,neuropeptide receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
26034,26035,corticotropin releasing factor receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
3033,26037,CDC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
11686,26038,ATP synthase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
10608,26039,transient receptor potential channel antagonist,MoA,Preclinical,Gene,Chemical_Compound
14000,26040,apolipoprotein expression enhancer,MoA,Phase 3,Gene,Chemical_Compound
25615,26041,platelet activating factor receptor antagonist,MoA,Phase 3,Gene,Chemical_Compound
4588,26042,RET tyrosine kinase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25712,26042,RET tyrosine kinase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25633,26042,RET tyrosine kinase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
4171,26042,RET tyrosine kinase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
7292,26043,androgen receptor antagonist|anti-inflammatory agent,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
25633,26044,KIT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8551,26044,KIT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26045,26046,glucose dependent insulinotropic receptor agonist,MoA,Phase 1,Gene,Chemical_Compound
26045,26047,glucose dependent insulinotropic receptor agonist,MoA,Phase 1,Gene,Chemical_Compound
14233,26048,sigma receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
11481,26049,AKT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
3613,26049,AKT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
12367,26049,AKT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
2742,26050,casein kinase inhibitor|cell proliferation inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7292,26050,casein kinase inhibitor|cell proliferation inhibitor,MoA,Preclinical,Gene,Chemical_Compound
3305,26050,casein kinase inhibitor|cell proliferation inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26051,26050,casein kinase inhibitor|cell proliferation inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25940,26050,casein kinase inhibitor|cell proliferation inhibitor,MoA,Preclinical,Gene,Chemical_Compound
3148,26050,casein kinase inhibitor|cell proliferation inhibitor,MoA,Preclinical,Gene,Chemical_Compound
3557,26050,casein kinase inhibitor|cell proliferation inhibitor,MoA,Preclinical,Gene,Chemical_Compound
5253,26053,NADPH oxidase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
7382,26054,carboxylesterase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7230,26054,carboxylesterase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8546,26055,p53 activator,MoA,Phase 3,Gene,Chemical_Compound
5898,26057,matrix metalloprotease inhibitor|tumor necrosis factor production inhibitor,MoA,Phase 2,Gene,Chemical_Compound
26058,26057,matrix metalloprotease inhibitor|tumor necrosis factor production inhibitor,MoA,Phase 2,Gene,Chemical_Compound
26059,26057,matrix metalloprotease inhibitor|tumor necrosis factor production inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25602,26057,matrix metalloprotease inhibitor|tumor necrosis factor production inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25652,26063,glutamate receptor antagonist,MoA,Phase 3,Gene,Chemical_Compound
11107,26064,krüppel-like factor expression enhancer,MoA,Phase 1,Gene,Chemical_Compound
6202,26065,serine/threonine kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26066,26067,phosphoinositide dependent kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26068,26067,phosphoinositide dependent kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9909,26067,phosphoinositide dependent kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
11330,26070,ALK tyrosine kinase receptor inhibitor,MoA,Phase 2,Gene,Chemical_Compound
12907,26070,ALK tyrosine kinase receptor inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25593,26071,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
8086,26072,glycogen synthase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7323,26073,monocarboxylate transporter inhibitor,MoA,Preclinical,Gene,Chemical_Compound
4208,26073,monocarboxylate transporter inhibitor,MoA,Preclinical,Gene,Chemical_Compound
5297,26074,phosphoinositide dependent kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
9570,26075,HDAC inhibitor,MoA,Phase 1,Gene,Chemical_Compound
10885,26076,cytochrome P450 inhibitor,MoA,Phase 1,Gene,Chemical_Compound
26077,26076,cytochrome P450 inhibitor,MoA,Phase 1,Gene,Chemical_Compound
26078,26076,cytochrome P450 inhibitor,MoA,Phase 1,Gene,Chemical_Compound
26079,26076,cytochrome P450 inhibitor,MoA,Phase 1,Gene,Chemical_Compound
8368,26076,cytochrome P450 inhibitor,MoA,Phase 1,Gene,Chemical_Compound
25767,26076,cytochrome P450 inhibitor,MoA,Phase 1,Gene,Chemical_Compound
7829,26076,cytochrome P450 inhibitor,MoA,Phase 1,Gene,Chemical_Compound
7510,26076,cytochrome P450 inhibitor,MoA,Phase 1,Gene,Chemical_Compound
26080,26076,cytochrome P450 inhibitor,MoA,Phase 1,Gene,Chemical_Compound
26082,26083,melanin inhibitor,MoA,Phase 2/Phase 3,Gene,Chemical_Compound
25541,26084,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25543,26084,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25544,26084,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
5026,26085,MEK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
14717,26085,MEK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
14804,26086,CDK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
5659,26086,CDK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
5819,26087,thrombin inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
25593,26088,acetylcholine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25592,26089,acetylcholine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25593,26089,acetylcholine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25594,26089,acetylcholine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25595,26089,acetylcholine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25592,26090,acetylcholine receptor agonist,MoA,Phase 1,Gene,Chemical_Compound
25593,26090,acetylcholine receptor agonist,MoA,Phase 1,Gene,Chemical_Compound
25594,26090,acetylcholine receptor agonist,MoA,Phase 1,Gene,Chemical_Compound
25595,26090,acetylcholine receptor agonist,MoA,Phase 1,Gene,Chemical_Compound
3325,26093,farnesyltransferase inhibitor,MoA,Launched,Gene,Chemical_Compound
13922,26093,farnesyltransferase inhibitor,MoA,Launched,Gene,Chemical_Compound
3004,26095,phosphodiesterase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
3613,26097,AKT inhibitor,MoA,Phase 1,Gene,Chemical_Compound
15188,26098,kinesin-like spindle protein inhibitor,MoA,Phase 1,Gene,Chemical_Compound
13590,26099,EGFR inhibitor,MoA,Phase 2/Phase 3,Gene,Chemical_Compound
25665,26106,astrocyte modulating agent,MoA,Phase 2/Phase 3,Gene,Chemical_Compound
26107,26106,astrocyte modulating agent,MoA,Phase 2/Phase 3,Gene,Chemical_Compound
15528,26108,bromodomain inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26045,26109,glucose dependent insulinotropic receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
13626,26110,rho associated kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26111,26112,SHIP2 phosphatase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25849,26113,free fatty acid receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
12199,26114,interleukin inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25846,26115,PI3K inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9637,26116,PI3K inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25846,26116,PI3K inhibitor,MoA,Preclinical,Gene,Chemical_Compound
14717,26117,MEK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
15643,26117,MEK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
26118,26119,potassium channel blocker,MoA,Phase 1,Gene,Chemical_Compound
26120,26119,potassium channel blocker,MoA,Phase 1,Gene,Chemical_Compound
13006,26119,potassium channel blocker,MoA,Phase 1,Gene,Chemical_Compound
25665,26121,cyclooxygenase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7292,26122,androgen receptor enhancer,MoA,Phase 2,Gene,Chemical_Compound
14171,26123,calcineurin inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25719,26127,apoptosis stimulant,MoA,Preclinical,Gene,Chemical_Compound
25872,26128,opioid receptor agonist,MoA,Phase 3,Gene,Chemical_Compound
11061,26129,glycine transporter inhibitor,MoA,Phase 1,Gene,Chemical_Compound
11330,26134,ALK tyrosine kinase receptor inhibitor,MoA,Phase 1,Gene,Chemical_Compound
12907,26135,EGFR inhibitor,MoA,Phase 1,Gene,Chemical_Compound
13590,26135,EGFR inhibitor,MoA,Phase 1,Gene,Chemical_Compound
13040,26136,histamine receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
5402,26136,histamine receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
25955,26136,histamine receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
25942,26137,nitric oxide synthase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
26138,26137,nitric oxide synthase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
25554,26139,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
15298,26140,CDK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
8227,26140,CDK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
5659,26140,CDK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
6044,26140,CDK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
3305,26140,CDK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
11699,26140,CDK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
13343,26141,Aurora kinase inhibitor|JAK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
8285,26141,Aurora kinase inhibitor|JAK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
11600,26141,Aurora kinase inhibitor|JAK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
5775,26141,Aurora kinase inhibitor|JAK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
12535,26141,Aurora kinase inhibitor|JAK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
13288,26141,Aurora kinase inhibitor|JAK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
9776,26143,cyclooxygenase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
11600,26146,JAK inhibitor|STAT inhibitor,MoA,Phase 2,Gene,Chemical_Compound
8551,26146,JAK inhibitor|STAT inhibitor,MoA,Phase 2,Gene,Chemical_Compound
3004,26147,phosphodiesterase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
11307,26147,phosphodiesterase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25558,26147,phosphodiesterase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
7103,26147,phosphodiesterase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
8497,26148,integrin antagonist,MoA,Phase 2,Gene,Chemical_Compound
6567,26148,integrin antagonist,MoA,Phase 2,Gene,Chemical_Compound
15105,26148,integrin antagonist,MoA,Phase 2,Gene,Chemical_Compound
13890,26148,integrin antagonist,MoA,Phase 2,Gene,Chemical_Compound
8327,26155,glutamate receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
5173,26156,endothelin receptor antagonist,MoA,Phase 3,Gene,Chemical_Compound
25592,26158,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25593,26158,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25594,26158,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25595,26158,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
9280,26158,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
11481,26159,protein kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
3613,26159,protein kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
12367,26159,protein kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
13626,26159,protein kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
9902,26159,protein kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
3328,26159,protein kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
4229,26160,HSP inhibitor,MoA,Phase 2,Gene,Chemical_Compound
3613,26161,AKT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8086,26161,AKT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
12916,26161,AKT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
5770,26161,AKT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13343,26163,Aurora kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
15178,26165,autotaxin inhibitor,MoA,Preclinical,Gene,Chemical_Compound
