FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase,Relation_Context_DiseaseArea,Relation_Context_Indication,FromType,ToType
25929,25925,sodium channel blocker,MoA,Launched,cardiology,hypertension|congestive heart failure,Gene,Chemical_Compound
25930,25925,sodium channel blocker,MoA,Launched,cardiology,hypertension|congestive heart failure,Gene,Chemical_Compound
25931,25925,sodium channel blocker,MoA,Launched,cardiology,hypertension|congestive heart failure,Gene,Chemical_Compound
25932,25925,sodium channel blocker,MoA,Launched,cardiology,hypertension|congestive heart failure,Gene,Chemical_Compound
11988,25925,sodium channel blocker,MoA,Launched,cardiology,hypertension|congestive heart failure,Gene,Chemical_Compound
25933,25925,sodium channel blocker,MoA,Launched,cardiology,hypertension|congestive heart failure,Gene,Chemical_Compound
6706,25925,sodium channel blocker,MoA,Launched,cardiology,hypertension|congestive heart failure,Gene,Chemical_Compound
25935,25936,plasminogen activator inhibitor,MoA,Launched,hematology,fibrinolytic bleeding,Gene,Chemical_Compound
7452,25936,plasminogen activator inhibitor,MoA,Launched,hematology,fibrinolytic bleeding,Gene,Chemical_Compound
25937,25936,plasminogen activator inhibitor,MoA,Launched,hematology,fibrinolytic bleeding,Gene,Chemical_Compound
25938,25939,glucocorticoid receptor antagonist,MoA,Launched,endocrinology|oncology,Cushing's syndrome|breast cancer,Gene,Chemical_Compound
25940,25939,glucocorticoid receptor antagonist,MoA,Launched,endocrinology|oncology,Cushing's syndrome|breast cancer,Gene,Chemical_Compound
25592,25944,acetylcholine receptor antagonist,MoA,Launched,gastroenterology,acute abdominal visceral spasm|hypertrophic gastritis (GHG)|nausea,Gene,Chemical_Compound
8041,25945,adenosine receptor antagonist,MoA,Launched,pulmonary,asthma|bronchitis|emphysema,Gene,Chemical_Compound
25726,25945,adenosine receptor antagonist,MoA,Launched,pulmonary,asthma|bronchitis|emphysema,Gene,Chemical_Compound
9810,25945,adenosine receptor antagonist,MoA,Launched,pulmonary,asthma|bronchitis|emphysema,Gene,Chemical_Compound
25727,25945,adenosine receptor antagonist,MoA,Launched,pulmonary,asthma|bronchitis|emphysema,Gene,Chemical_Compound
9941,25945,adenosine receptor antagonist,MoA,Launched,pulmonary,asthma|bronchitis|emphysema,Gene,Chemical_Compound
12418,25945,adenosine receptor antagonist,MoA,Launched,pulmonary,asthma|bronchitis|emphysema,Gene,Chemical_Compound
12939,25945,adenosine receptor antagonist,MoA,Launched,pulmonary,asthma|bronchitis|emphysema,Gene,Chemical_Compound
3004,25945,adenosine receptor antagonist,MoA,Launched,pulmonary,asthma|bronchitis|emphysema,Gene,Chemical_Compound
11307,25945,adenosine receptor antagonist,MoA,Launched,pulmonary,asthma|bronchitis|emphysema,Gene,Chemical_Compound
25558,25945,adenosine receptor antagonist,MoA,Launched,pulmonary,asthma|bronchitis|emphysema,Gene,Chemical_Compound
7103,25945,adenosine receptor antagonist,MoA,Launched,pulmonary,asthma|bronchitis|emphysema,Gene,Chemical_Compound
11214,25945,adenosine receptor antagonist,MoA,Launched,pulmonary,asthma|bronchitis|emphysema,Gene,Chemical_Compound
25795,25948,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,inflammatory bowel disease|ulcerative colitis,Gene,Chemical_Compound
5026,25948,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,inflammatory bowel disease|ulcerative colitis,Gene,Chemical_Compound
25949,25948,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,inflammatory bowel disease|ulcerative colitis,Gene,Chemical_Compound
7829,25948,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,inflammatory bowel disease|ulcerative colitis,Gene,Chemical_Compound
25665,25948,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,inflammatory bowel disease|ulcerative colitis,Gene,Chemical_Compound
25660,25952,potassium channel blocker,MoA,Launched,cardiology,ventricular arrhythmias,Gene,Chemical_Compound
25619,25952,potassium channel blocker,MoA,Launched,cardiology,ventricular arrhythmias,Gene,Chemical_Compound
25953,25952,potassium channel blocker,MoA,Launched,cardiology,ventricular arrhythmias,Gene,Chemical_Compound
25954,25952,potassium channel blocker,MoA,Launched,cardiology,ventricular arrhythmias,Gene,Chemical_Compound
25955,25952,potassium channel blocker,MoA,Launched,cardiology,ventricular arrhythmias,Gene,Chemical_Compound
25547,25956,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,psychosis|bipolar disorder|schizophrenia,Gene,Chemical_Compound
25573,25959,adrenergic receptor agonist,MoA,Launched,infectious disease,generalized demodicosis,Gene,Chemical_Compound
25541,25959,adrenergic receptor agonist,MoA,Launched,infectious disease,generalized demodicosis,Gene,Chemical_Compound
25573,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
13991,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25575,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25541,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25660,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25804,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25918,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25592,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25593,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25594,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25595,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
9280,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
13040,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25613,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25961,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25551,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25552,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25553,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25554,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25555,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25962,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25963,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25964,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
7442,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
10082,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25965,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
2757,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25966,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
6074,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25751,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25872,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25873,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
14233,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25921,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25800,25960,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
5988,25967,histamine receptor modulator,MoA,Launched,dental|pulmonary|ophthalmology|allergy,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis,Gene,Chemical_Compound
25968,25967,histamine receptor modulator,MoA,Launched,dental|pulmonary|ophthalmology|allergy,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis,Gene,Chemical_Compound
3004,25967,histamine receptor modulator,MoA,Launched,dental|pulmonary|ophthalmology|allergy,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis,Gene,Chemical_Compound
11307,25967,histamine receptor modulator,MoA,Launched,dental|pulmonary|ophthalmology|allergy,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis,Gene,Chemical_Compound
25558,25967,histamine receptor modulator,MoA,Launched,dental|pulmonary|ophthalmology|allergy,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis,Gene,Chemical_Compound
7103,25967,histamine receptor modulator,MoA,Launched,dental|pulmonary|ophthalmology|allergy,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis,Gene,Chemical_Compound
25969,25967,histamine receptor modulator,MoA,Launched,dental|pulmonary|ophthalmology|allergy,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis,Gene,Chemical_Compound
5879,25967,histamine receptor modulator,MoA,Launched,dental|pulmonary|ophthalmology|allergy,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis,Gene,Chemical_Compound
15539,25970,calcium channel blocker,MoA,Launched,cardiology,hypertension|chronic stable angina|vasospastic angina|coronary artery disease (CAD),Gene,Chemical_Compound
25971,25970,calcium channel blocker,MoA,Launched,cardiology,hypertension|chronic stable angina|vasospastic angina|coronary artery disease (CAD),Gene,Chemical_Compound
25972,25970,calcium channel blocker,MoA,Launched,cardiology,hypertension|chronic stable angina|vasospastic angina|coronary artery disease (CAD),Gene,Chemical_Compound
25973,25970,calcium channel blocker,MoA,Launched,cardiology,hypertension|chronic stable angina|vasospastic angina|coronary artery disease (CAD),Gene,Chemical_Compound
7440,25970,calcium channel blocker,MoA,Launched,cardiology,hypertension|chronic stable angina|vasospastic angina|coronary artery disease (CAD),Gene,Chemical_Compound
7333,25974,thrombin inhibitor,MoA,Launched,dermatology,cosmetic,Gene,Chemical_Compound
25689,25974,thrombin inhibitor,MoA,Launched,dermatology,cosmetic,Gene,Chemical_Compound
25975,25974,thrombin inhibitor,MoA,Launched,dermatology,cosmetic,Gene,Chemical_Compound
25976,25974,thrombin inhibitor,MoA,Launched,dermatology,cosmetic,Gene,Chemical_Compound
8064,25982,histamine receptor agonist,MoA,Launched,infectious disease,malaria,Gene,Chemical_Compound
25573,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
13991,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25575,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25541,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25543,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25544,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25592,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25593,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25594,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25595,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
9280,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25546,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25547,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25548,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25549,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25550,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25598,25984,norepinephrine reputake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
